Id,Label,type,difficulty,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,clustering,triangles,eigencentrality
Minimum Cost to Merge Stones,Minimum Cost to Merge Stones,Problem,Hard,73,0,3,3,6,0.382025,0.422269,512.018193,0,0,0,0.023498
Construct String from Binary Tree,Construct String from Binary Tree,Problem,Medium,55,0,4,4,5,0.303667,0.338242,2607.208403,0,0,0,0.011788
Bikes Last Time Used,Bikes Last Time Used,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Apply Operations to Make Two Strings Equal,Apply Operations to Make Two Strings Equal,Problem,Medium,42,0,2,2,6,0.311276,0.348512,451.059561,0,0,0,0.011056
Defuse the Bomb,Defuse the Bomb,Problem,Easy,73,0,2,2,6,0.365104,0.406963,82.6001,0,0,0,0.017993
Maximum Twin Sum of a Linked List,Maximum Twin Sum of a Linked List,Problem,Medium,34,0,3,3,6,0.268085,0.284165,300.553431,0,0,0,0.004006
Design Graph With Shortest Path Calculator,Design Graph With Shortest Path Calculator,Problem,Hard,55,0,4,4,6,0.268452,0.284722,244.982682,0,0,0,0.004696
Minimum Number of Changes to Make Binary String Beautiful,Minimum Number of Changes to Make Binary String Beautiful,Problem,Medium,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Permutations III,Permutations III,Problem,Medium,43,0,2,2,6,0.365634,0.407389,264.66002,0,0,0,0.017587
Binary Tree Tilt,Binary Tree Tilt,Problem,Easy,55,0,3,3,5,0.265543,0.279323,13.625103,0,0,0,0.005642
Find the Team Size,Find the Team Size,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Car Fleet II,Car Fleet II,Problem,Hard,42,0,5,5,6,0.40132,0.438369,2033.911465,0,0,0,0.025292
Movement of Robots,Movement of Robots,Problem,Medium,76,0,4,4,6,0.370161,0.411876,464.841605,0,0,0,0.023099
Sum in a Matrix,Sum in a Matrix,Problem,Medium,86,0,5,5,6,0.374841,0.416199,591.715945,0,0,0,0.026479
Compare Version Numbers,Compare Version Numbers,Problem,Medium,81,0,2,2,6,0.293511,0.324206,161.457078,0,0,0,0.008093
Maximum XOR With an Element From Array,Maximum XOR With an Element From Array,Problem,Hard,42,0,3,3,6,0.369308,0.410955,392.652893,0,0,0,0.019463
Make The String Great,Make The String Great,Problem,Easy,42,0,2,2,6,0.290897,0.320446,149.090007,0,0,0,0.007547
Maximum Score of a Node Sequence,Maximum Score of a Node Sequence,Problem,Hard,73,0,4,4,6,0.378297,0.419118,1038.047597,0,0,0,0.023398
Find the Maximum Number of Elements in Subset,Find the Maximum Number of Elements in Subset,Problem,Medium,73,0,3,3,6,0.3857,0.425387,543.944017,0,0,0,0.024171
Number of Integers With Popcount-Depth Equal to K II,Number of Integers With Popcount-Depth Equal to K II,Problem,Hard,34,0,4,4,6,0.363487,0.405641,202.869599,0,0,0,0.018485
My Calendar III,My Calendar III,Problem,Hard,34,0,5,5,6,0.317981,0.338416,170.369734,0,0,0,0.007449
Find Eventual Safe States,Find Eventual Safe States,Problem,Medium,55,0,4,4,5,0.269972,0.287198,130.967902,0,0,0,0.006255
Find Kth Character in Expanded String,Find Kth Character in Expanded String,Problem,Medium,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Minimum Factorization,Minimum Factorization,Problem,Medium,81,0,2,2,6,0.294147,0.325161,211.150742,0,0,0,0.008388
Minimize the Maximum of Two Arrays,Minimize the Maximum of Two Arrays,Problem,Medium,76,0,3,3,6,0.333113,0.356288,211.51785,0,0,0,0.008577
Long Pressed Name,Long Pressed Name,Problem,Easy,81,0,2,2,6,0.293511,0.324206,161.457078,0,0,0,0.008093
Lexicographically Smallest String After Operations With Constraint,Lexicographically Smallest String After Operations With Constraint,Problem,Medium,81,0,2,2,6,0.302625,0.337032,229.629089,0,0,0,0.009749
K Closest Points to Origin,K Closest Points to Origin,Problem,Medium,81,0,7,7,6,0.39905,0.436858,2553.508049,0,0,0,0.028767
Read N Characters Given read4 II - Call Multiple Times,Read N Characters Given read4 II - Call Multiple Times,Problem,Hard,81,0,3,3,6,0.36727,0.409066,394.618937,0,0,0,0.018575
Binary Tree Vertical Order Traversal,Binary Tree Vertical Order Traversal,Problem,Medium,55,0,6,6,5,0.321546,0.361234,2345.859294,0,0,0,0.018146
Find the Distinct Difference Array,Find the Distinct Difference Array,Problem,Easy,73,0,2,2,6,0.381901,0.422033,292.457314,0,0,0,0.022986
Find Median Given Frequency of Numbers,Find Median Given Frequency of Numbers,Problem,Hard,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Minimum Number of Seconds to Make Mountain Height Zero,Minimum Number of Seconds to Make Mountain Height Zero,Problem,Medium,81,0,5,5,6,0.403108,0.440117,1941.636711,0,0.1,1,0.029715
Spiral Matrix III,Spiral Matrix III,Problem,Medium,86,0,3,3,6,0.366698,0.408499,223.933085,0,0,0,0.020497
Maximum Number of Eaten Apples,Maximum Number of Eaten Apples,Problem,Medium,81,0,3,3,6,0.37496,0.416081,363.710247,0,0,0,0.021999
Largest Sum of Averages,Largest Sum of Averages,Problem,Medium,73,0,3,3,6,0.382025,0.422269,512.018193,0,0,0,0.023498
Cat and Mouse,Cat and Mouse,Problem,Hard,55,0,6,6,6,0.308986,0.345975,1731.479482,0,0,0,0.012418
Reconstruct a 2-Row Binary Matrix,Reconstruct a 2-Row Binary Matrix,Problem,Medium,86,0,3,3,6,0.371799,0.413223,222.881086,0,0,0,0.022476
Construct Binary Tree from String,Construct Binary Tree from String,Problem,Medium,55,0,5,5,5,0.308715,0.345059,3125.095917,0,0,0,0.013189
Snake in Matrix,Snake in Matrix,Problem,Easy,86,0,3,3,6,0.416726,0.449622,1666.376365,0,0,0,0.024387
Minimum Operations to Sort a String,Minimum Operations to Sort a String,Problem,Medium,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Check Divisibility by Digit Sum and Product,Check Divisibility by Digit Sum and Product,Problem,Easy,76,0,1,1,6,0.276229,0.297723,0,0,0,0,0.004786
Meeting Rooms III,Meeting Rooms III,Problem,Hard,73,0,5,5,6,0.392698,0.431411,1059.672916,0,0,0,0.030592
Minimum Difference Between Largest and Smallest Value in Three Moves,Minimum Difference Between Largest and Smallest Value in Three Moves,Problem,Medium,81,0,3,3,6,0.375319,0.416412,283.91982,0,0,0,0.024421
Twisted Mirror Path Count,Twisted Mirror Path Count,Problem,Medium,43,0,3,3,6,0.38009,0.420569,451.998999,0,0,0,0.023782
Maximum Ice Cream Bars,Maximum Ice Cream Bars,Problem,Medium,81,0,4,4,6,0.375399,0.416601,594.861906,0,0,0,0.02467
Largest Even Number,Largest Even Number,Problem,Easy,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Find Numbers with Even Number of Digits,Find Numbers with Even Number of Digits,Problem,Easy,76,0,2,2,6,0.389834,0.428803,854.510067,0,0,0,0.021402
Fix Names in a Table,Fix Names in a Table,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
K-th Largest Perfect Subtree Size in Binary Tree,K-th Largest Perfect Subtree Size in Binary Tree,Problem,Medium,55,0,4,4,5,0.28725,0.314683,780.768395,0,0,0,0.009844
Minimum Moves to Make Array Complementary,Minimum Moves to Make Array Complementary,Problem,Medium,73,0,3,3,6,0.383937,0.423923,402.453258,0,0,0,0.024959
Finding MK Average,Finding MK Average,Problem,Hard,34,0,5,5,6,0.265343,0.279417,89.233844,0,0,0,0.004487
Find the Number of Ways to Place People II,Find the Number of Ways to Place People II,Problem,Hard,76,0,5,5,6,0.397566,0.43544,1589.930641,0,0,0,0.027299
Sum of Increasing Product Blocks,Sum of Increasing Product Blocks,Problem,Medium,86,0,2,2,6,0.283784,0.309774,135.394583,0,0,0,0.00641
Vowel Spellchecker,Vowel Spellchecker,Problem,Medium,73,0,3,3,6,0.421354,0.452953,1843.749042,0,0,0,0.029132
Reduction Operations to Make the Array Elements Equal,Reduction Operations to Make the Array Elements Equal,Problem,Medium,81,0,2,2,6,0.366507,0.408239,68.901858,0,0,0,0.020819
Maximum Alternating Subarray Sum,Maximum Alternating Subarray Sum,Problem,Medium,43,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Sum of Largest Prime Substrings,Sum of Largest Prime Substrings,Problem,Medium,76,0,5,5,6,0.360958,0.403907,2315.961279,0,0,0,0.022365
Count Substrings With K-Frequency Characters II,Count Substrings With K-Frequency Characters II,Problem,Hard,73,0,3,3,6,0.315394,0.353741,352.723902,0,0,0,0.013893
Flip Binary Tree To Match Preorder Traversal,Flip Binary Tree To Match Preorder Traversal,Problem,Medium,55,0,3,3,5,0.265543,0.279323,13.625103,0,0,0,0.005642
Powerful Integers,Powerful Integers,Problem,Medium,73,0,3,3,6,0.315056,0.353416,597.049836,0,0,0,0.01234
Find the String with LCP,Find the String with LCP,Problem,Hard,43,0,6,6,6,0.433096,0.461432,3521.169191,0,0,0,0.034421
Find Closest Node to Given Two Nodes,Find Closest Node to Given Two Nodes,Problem,Medium,55,0,2,2,5,0.267313,0.282355,58.16905,0,0,0,0.003869
Eat Pizzas!,Eat Pizzas!,Problem,Medium,81,0,3,3,6,0.375319,0.416412,283.91982,0,0,0,0.024421
Minimum Number of Food Buckets to Feed the Hamsters,Minimum Number of Food Buckets to Feed the Hamsters,Problem,Medium,81,0,3,3,6,0.328982,0.37021,817.2133,0,0,0,0.014658
Encode N-ary Tree to Binary Tree,Encode N-ary Tree to Binary Tree,Problem,Hard,55,0,5,5,5,0.27315,0.292635,502.345202,0,0,0,0.008667
Sorting the Sentence,Sorting the Sentence,Problem,Easy,81,0,2,2,6,0.307317,0.343207,282.512407,0,0,0,0.010349
The Number of Good Subsets,The Number of Good Subsets,Problem,Hard,43,0,8,8,6,0.429511,0.459273,4034.929878,0,0,0,0.038057
Snakes and Ladders,Snakes and Ladders,Problem,Medium,73,0,3,3,5,0.372939,0.413827,653.132016,0,0,0,0.020805
The Wording Game,The Wording Game,Problem,Hard,76,0,6,6,6,0.445342,0.469478,4670.779096,0,0,0,0.033488
Earliest Second to Mark Indices I,Earliest Second to Mark Indices I,Problem,Medium,81,0,2,2,6,0.363636,0.406137,0,0,1,1,0.019547
Minimize Result by Adding Parentheses to Expression,Minimize Result by Adding Parentheses to Expression,Problem,Medium,73,0,2,2,6,0.290801,0.320304,152.978689,0,0,0,0.007331
Maximum Difference by Remapping a Digit,Maximum Difference by Remapping a Digit,Problem,Easy,76,0,2,2,6,0.294147,0.325161,211.150742,0,0,0,0.008388
Buddy Strings,Buddy Strings,Problem,Easy,73,0,2,2,6,0.311111,0.348233,245.417228,0,0,0,0.012516
Count the Number of Complete Components,Count the Number of Complete Components,Problem,Medium,55,0,4,4,5,0.270926,0.288794,145.463381,0,0,0,0.006691
Minimum Deletions to Make Alternating Substring,Minimum Deletions to Make Alternating Substring,Problem,Hard,34,0,2,2,6,0.288943,0.317441,131.287409,0,0,0,0.006875
New 21 Game,New 21 Game,Problem,Medium,76,0,4,4,6,0.30823,0.344846,812.082514,0,0,0,0.011286
Decrypt String from Alphabet to Integer Mapping,Decrypt String from Alphabet to Integer Mapping,Problem,Easy,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Count Pairs That Form a Complete Day II,Count Pairs That Form a Complete Day II,Problem,Medium,73,0,3,3,6,0.382812,0.422931,414.272399,0,0,0,0.024693
Product Sales Analysis III,Product Sales Analysis III,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Minimum Discards to Balance Inventory,Minimum Discards to Balance Inventory,Problem,Medium,73,0,5,5,6,0.389576,0.428883,866.139721,0,0,0,0.027694
Loan Types,Loan Types,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Find the Occurrence of First Almost Equal Substring,Find the Occurrence of First Almost Equal Substring,Problem,Hard,42,0,2,2,6,0.285853,0.312897,30.40437,0,0,0,0.006569
Find The Least Frequent Digit,Find The Least Frequent Digit,Problem,Easy,76,0,4,4,6,0.411141,0.445739,1823.314355,0,0,0,0.029478
Count Stable Subarrays,Count Stable Subarrays,Problem,Hard,81,0,3,3,6,0.366279,0.408735,73.076191,0,0.333333,1,0.021519
Count Number of Teams,Count Number of Teams,Problem,Medium,34,0,4,4,6,0.380788,0.421325,594.162137,0,0,0,0.022753
K Radius Subarray Averages,K Radius Subarray Averages,Problem,Medium,73,0,2,2,6,0.365104,0.406963,82.6001,0,0,0,0.017993
Check if it is Possible to Split Array,Check if it is Possible to Split Array,Problem,Medium,81,0,3,3,6,0.389576,0.428623,709.282966,0,0,0,0.025128
Employees With Missing Information,Employees With Missing Information,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Find the Array Concatenation Value,Find the Array Concatenation Value,Problem,Easy,81,0,3,3,6,0.37365,0.414947,509.714312,0,0,0,0.020186
Guess the Number Using Bitwise Questions II,Guess the Number Using Bitwise Questions II,Problem,Medium,81,0,2,2,6,0.26087,0.271934,45.04313,0,0,0,0.00254
Reorder Data in Log Files,Reorder Data in Log Files,Problem,Medium,81,0,3,3,6,0.417021,0.449858,1657.288764,0,0,0,0.026965
Convert to Base -2,Convert to Base -2,Problem,Medium,76,0,1,1,6,0.276229,0.297723,0,0,0,0,0.004786
Maximum Product After K Increments,Maximum Product After K Increments,Problem,Medium,81,0,3,3,6,0.37496,0.416081,363.710247,0,0,0,0.021999
Match Alphanumerical Pattern in Matrix I,Match Alphanumerical Pattern in Matrix I,Problem,Medium,86,0,4,4,6,0.421455,0.453142,2129.623992,0,0,0,0.031389
Minimum Sum of Squared Difference,Minimum Sum of Squared Difference,Problem,Medium,81,0,5,5,6,0.379927,0.42123,577.461813,0,0.1,1,0.029132
Sum of Mutated Array Closest to Target,Sum of Mutated Array Closest to Target,Problem,Medium,81,0,3,3,6,0.368498,0.41079,83.034888,0,0.333333,1,0.023749
Maximum Number of Occurrences of a Substring,Maximum Number of Occurrences of a Substring,Problem,Medium,73,0,3,3,6,0.315394,0.353741,352.723902,0,0,0,0.013893
Minimum Time to Make Rope Colorful,Minimum Time to Make Rope Colorful,Problem,Medium,81,0,4,4,6,0.430244,0.459236,2695.846116,0,0,0,0.031275
Daily Temperatures,Daily Temperatures,Problem,Medium,42,0,3,3,6,0.368729,0.410388,348.79837,0,0,0,0.018727
Reachable Nodes With Restrictions,Reachable Nodes With Restrictions,Problem,Medium,55,0,7,7,5,0.40772,0.443013,5034.442122,0,0,0,0.031556
Popularity Percentage,Popularity Percentage,Problem,Hard,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Sequential Grid Path Cover,Sequential Grid Path Cover,Problem,Medium,76,0,3,3,6,0.364877,0.406798,608.463054,0,0,0,0.019359
Invalid Transactions,Invalid Transactions,Problem,Medium,42,0,4,4,6,0.423682,0.454724,2268.493972,0,0,0,0.033335
Minimum Moves to Reach Target in Grid,Minimum Moves to Reach Target in Grid,Problem,Hard,76,0,1,1,6,0.276229,0.297723,0,0,0,0,0.004786
Alt and Tab Simulation,Alt and Tab Simulation,Problem,Medium,86,0,3,3,6,0.387267,0.426687,571.414,0,0,0,0.02461
Counting Elements,Counting Elements,Problem,Easy,73,0,2,2,6,0.381901,0.422033,292.457314,0,0,0,0.022986
Minimum Absolute Distance Between Mirror Pairs,Minimum Absolute Distance Between Mirror Pairs,Problem,Medium,73,0,3,3,6,0.41028,0.444983,1585.77722,0,0,0,0.027772
Check If Word Is Valid After Substitutions,Check If Word Is Valid After Substitutions,Problem,Medium,42,0,2,2,6,0.290897,0.320446,149.090007,0,0,0,0.007547
Count Submatrices With Equal Frequency of X and Y,Count Submatrices With Equal Frequency of X and Y,Problem,Medium,73,0,3,3,6,0.364388,0.406373,76.021722,0,0,0,0.020846
Delete Operation for Two Strings,Delete Operation for Two Strings,Problem,Medium,42,0,2,2,6,0.311276,0.348512,451.059561,0,0,0,0.011056
Maximum Multiplication Score,Maximum Multiplication Score,Problem,Medium,73,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Number of Burgers with No Waste of Ingredients,Number of Burgers with No Waste of Ingredients,Problem,Medium,76,0,1,1,6,0.276229,0.297723,0,0,0,0,0.004786
Even Odd Tree,Even Odd Tree,Problem,Medium,55,0,3,3,5,0.266868,0.28176,37.344837,0,0,0,0.0051
Longest Non-decreasing Subarray From Two Arrays,Longest Non-decreasing Subarray From Two Arrays,Problem,Medium,73,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Number of Distinct Islands,Number of Distinct Islands,Problem,Medium,55,0,8,8,5,0.406498,0.442281,3946.096641,0,0,0,0.035202
Maximum Gap,Maximum Gap,Problem,Medium,81,0,4,4,6,0.36666,0.408617,1396.327744,0,0,0,0.021223
Max Consecutive Ones III,Max Consecutive Ones III,Problem,Medium,73,0,4,4,6,0.369424,0.411758,184.148311,0,0.166667,1,0.022896
Remove Covered Intervals,Remove Covered Intervals,Problem,Medium,73,0,2,2,6,0.366507,0.408239,68.901858,0,0,0,0.020819
Reverse Subarray To Maximize Array Value,Reverse Subarray To Maximize Array Value,Problem,Hard,76,0,3,3,6,0.398104,0.435606,1247.51297,0,0,0,0.025005
Minimum Operations to Make the Array Alternating,Minimum Operations to Make the Array Alternating,Problem,Medium,73,0,4,4,6,0.392,0.430749,736.788177,0,0,0,0.028296
Counter,Counter,Problem,Easy,92,0,0,0,0,0,0,0,84,0,0,0
Distribute Repeating Integers,Distribute Repeating Integers,Problem,Hard,43,0,7,7,6,0.409613,0.444851,2342.187193,0,0,0,0.033381
Longest Valid Parentheses,Longest Valid Parentheses,Problem,Hard,42,0,3,3,6,0.316753,0.355574,743.22134,0,0,0,0.012456
Adjacent Increasing Subarrays Detection I,Adjacent Increasing Subarrays Detection I,Problem,Easy,73,0,1,1,6,0.361587,0.403444,0,0,0,0,0.016616
Interleaving String,Interleaving String,Problem,Medium,42,0,2,2,6,0.311276,0.348512,451.059561,0,0,0,0.011056
Count Stepping Numbers in Range,Count Stepping Numbers in Range,Problem,Hard,43,0,2,2,6,0.311276,0.348512,451.059561,0,0,0,0.011056
Peak Index in a Mountain Array,Peak Index in a Mountain Array,Problem,Medium,81,0,2,2,6,0.363636,0.406137,0,0,1,1,0.019547
Minimize the Maximum Edge Weight of Graph,Minimize the Maximum Edge Weight of Graph,Problem,Medium,55,0,5,5,5,0.327668,0.348838,702.083456,0,0,0,0.009161
Binary Number with Alternating Bits,Binary Number with Alternating Bits,Problem,Easy,43,0,1,1,6,0.259909,0.270077,0,0,0,0,0.002206
Maximum Value after Insertion,Maximum Value after Insertion,Problem,Medium,81,0,2,2,6,0.302625,0.337032,229.629089,0,0,0,0.009749
Scramble String,Scramble String,Problem,Hard,42,0,2,2,6,0.311276,0.348512,451.059561,0,0,0,0.011056
Stone Game IX,Stone Game IX,Problem,Medium,76,0,5,5,6,0.403108,0.439763,1676.251458,0,0,0,0.027103
Distribute Candies Among Children I,Distribute Candies Among Children I,Problem,Easy,76,0,3,3,6,0.280758,0.305111,100.693691,0,0,0,0.006572
Recursion,Recursion,Tag,,76,51,0,51,7,0.329905,0.339544,14233.447889,0,0,0,0.015554
Minimum Deletions to Make String K-Special,Minimum Deletions to Make String K-Special,Problem,Medium,81,0,5,5,6,0.342391,0.385195,1101.915865,0,0,0,0.022028
Parsing A Boolean Expression,Parsing A Boolean Expression,Problem,Hard,76,0,3,3,6,0.29244,0.322832,421.910448,0,0,0,0.008033
Count Cells in Overlapping Horizontal and Vertical Substrings,Count Cells in Overlapping Horizontal and Vertical Substrings,Problem,Medium,42,0,6,6,6,0.414766,0.448559,2183.040266,0,0,0,0.026291
Minimum Score Triangulation of Polygon,Minimum Score Triangulation of Polygon,Problem,Medium,43,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Maximum Value of an Ordered Triplet I,Maximum Value of an Ordered Triplet I,Problem,Easy,73,0,1,1,6,0.361587,0.403444,0,0,0,0,0.016616
Sum of Beauty in the Array,Sum of Beauty in the Array,Problem,Medium,73,0,1,1,6,0.361587,0.403444,0,0,0,0,0.016616
Count Zero Request Servers,Count Zero Request Servers,Problem,Medium,73,0,4,4,6,0.386334,0.426096,567.233679,0,0,0,0.028565
Election Results,Election Results,Problem,Medium,93,0,0,0,0,0,0,0,85,0,0,0
Find Xor-Beauty of Array,Find Xor-Beauty of Array,Problem,Medium,43,0,3,3,6,0.39494,0.433102,1298.693414,0,0,0,0.023607
Number of Sub-arrays With Odd Sum,Number of Sub-arrays With Odd Sum,Problem,Medium,73,0,4,4,6,0.406171,0.442007,1821.018133,0,0,0,0.028284
Line Reflection,Line Reflection,Problem,Medium,73,0,3,3,6,0.41028,0.444983,1585.77722,0,0,0,0.027772
Sentence Similarity,Sentence Similarity,Problem,Easy,73,0,3,3,6,0.421354,0.452953,1843.749042,0,0,0,0.029132
Count Days Spent Together,Count Days Spent Together,Problem,Easy,76,0,2,2,6,0.314439,0.352419,812.944447,0,0,0,0.010932
String Compression II,String Compression II,Problem,Hard,43,0,2,2,6,0.311276,0.348512,451.059561,0,0,0,0.011056
Delete Nodes From Linked List Present in Array,Delete Nodes From Linked List Present in Array,Problem,Medium,34,0,3,3,6,0.386418,0.425978,2312.81801,0,0,0,0.023645
